1568194440.479494,372.585,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.4805913,372.621,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.48162,372.651,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.482482,6.0,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1035.36
1568194440.4843686,372.495,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1037.04
1568194440.4853556,372.525,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1038.35
1568194440.486711,372.555,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1039.65
1568194440.487292,372.585,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.4878142,372.621,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.4883628,372.651,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.488819,6.0,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1035.36
1568194440.4893148,372.495,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1037.04
1568194440.489847,372.525,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1038.35
1568194440.4903772,372.555,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1039.65
1568194440.4908755,372.585,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.4913678,372.621,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.4918592,372.651,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.4923143,6.0,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1035.36
1568194440.492808,372.495,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1037.04
1568194440.4933672,372.525,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1038.35
1568194440.4938776,372.555,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1039.65
1568194440.4943776,372.585,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.494872,372.621,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.4953654,372.651,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.4963,372.495,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1037.04
1568194440.4969769,372.525,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1038.35
1568194440.497749,372.555,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1039.65
1568194440.4984536,372.585,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.4990938,372.621,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.4995787,372.651,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.5000515,372.681,1025.0,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1039.45
1568194440.5005007,95.0,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1037.04
1568194440.5009744,372.525,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1038.35
1568194440.5014498,372.555,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1039.65
1568194440.5019314,372.585,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.5024102,372.621,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.5028856,372.651,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.5033538,372.681,1025.0,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1039.45
1568194440.5037994,95.0,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1037.04
1568194440.5042744,372.525,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1038.35
1568194440.504767,372.555,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1039.65
1568194440.5052443,372.585,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.5057266,372.621,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.5062048,372.651,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
1568194440.5066786,372.681,1025.0,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1039.45
1568194440.5071263,95.0,1037.04,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1037.04
1568194440.5076008,372.525,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1038.35
1568194440.5080829,372.555,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1039.65
1568194440.5085578,372.585,1047.48,0.0,0.0,1039.65,371.622,1034.03,370.575,5.0,1040.96
