1568191485.6152985,513.0,444.0,1568198685.0,68.0
1568191485.6568506,557.0,436.0,1568198685.0,68.0
1568191485.6983461,598.0,435.0,1568198685.0,71.0
1568191485.7399268,640.0,434.0,1568198685.0,77.0
1568191485.7809203,681.0,440.0,1568198685.0,85.0
1568191485.8227837,723.0,446.0,1568198685.0,85.0
1568191485.8638105,764.0,440.0,1568198685.0,95.0
1568191485.9051716,805.0,442.0,1568198685.0,103.0
1568191485.9468844,847.0,447.0,1568198685.0,110.0
1568191485.9880035,888.0,446.0,1568198685.0,121.0
1568191486.0301173,930.0,446.0,1568198685.0,129.0
1568191486.0707672,971.0,449.0,1568198685.0,136.0
1568191486.1120741,12.0,449.0,1568198685.0,140.0
1568191486.1536176,54.0,451.0,1568198685.0,145.0
1568191486.1946988,95.0,450.0,1568198685.0,149.0
1568191486.236871,137.0,449.0,1568198685.0,150.0
1568191486.2779896,178.0,450.0,1568198685.0,149.0
1568191486.318558,219.0,450.0,1568198685.0,149.0
1568191486.3605833,261.0,449.0,1568198685.0,147.0
1568191486.4020054,302.0,447.0,1568198685.0,145.0
1568191486.4434226,343.0,447.0,1568198685.0,142.0
1568191486.4841805,385.0,448.0,1568198685.0,136.0
1568191486.526477,426.0,442.0,1568198685.0,126.0
1568191486.5677378,468.0,440.0,1568198685.0,116.0
1568191486.6093905,509.0,439.0,1568198686.0,114.0
1568191486.6511765,551.0,438.0,1568198686.0,109.0
1568191486.6920846,592.0,439.0,1568198686.0,107.0
1568191486.7343333,634.0,446.0,1568198686.0,100.0
1568191486.7750154,675.0,446.0,1568198686.0,101.0
1568191486.8155534,716.0,454.0,1568198686.0,93.0
1568191486.8581312,758.0,456.0,1568198686.0,89.0
1568191486.8989642,799.0,459.0,1568198686.0,80.0
1568191486.9410505,841.0,460.0,1568198686.0,70.0
1568191486.9816287,882.0,441.0,1568198686.0,67.0
1568191487.022878,923.0,516.0,1568198686.0,73.0
1568191487.0648901,965.0,528.0,1568198686.0,74.0
1568191487.1061375,6.0,577.0,1568198686.0,70.0
1568191487.1477246,48.0,640.0,1568198686.0,70.0
1568191487.1885042,89.0,702.0,1568198686.0,69.0
1568191487.230044,130.0,721.0,1568198686.0,69.0
1568191487.271539,172.0,732.0,1568198686.0,69.0
1568191487.3128326,213.0,734.0,1568198686.0,71.0
1568191487.3540914,254.0,732.0,1568198686.0,67.0
1568191487.3954446,296.0,734.0,1568198686.0,71.0
1568191487.4367738,337.0,734.0,1568198686.0,67.0
1568191487.4785607,378.0,737.0,1568198686.0,68.0
1568191487.519491,420.0,736.0,1568198686.0,68.0
1568191487.5619514,462.0,734.0,1568198686.0,67.0
1568191487.6026511,503.0,734.0,1568198686.0,66.0
1568191487.643764,544.0,737.0,1568198687.0,67.0
1568191487.685527,586.0,740.0,1568198687.0,68.0
1568191487.726876,627.0,740.0,1568198687.0,65.0
1568191487.768122,669.0,746.0,1568198687.0,64.0
1568191487.8097322,710.0,759.0,1568198687.0,64.0
1568191487.850784,751.0,768.0,1568198687.0,63.0
1568191487.8920817,792.0,780.0,1568198687.0,64.0
1568191487.9339607,834.0,774.0,1568198687.0,61.0
1568191487.975362,875.0,768.0,1568198687.0,66.0
1568191488.0162375,917.0,769.0,1568198687.0,68.0
1568191488.0574274,958.0,748.0,1568198687.0,65.0
1568191488.0992765,999.0,702.0,1568198687.0,67.0
1568191488.1410391,41.0,562.0,1568198687.0,68.0
1568191488.1823378,83.0,485.0,1568198687.0,67.0
1568191488.223331,124.0,454.0,1568198687.0,71.0
1568191488.2647712,165.0,437.0,1568198687.0,77.0
1568191488.3065598,207.0,426.0,1568198687.0,84.0
1568191488.3476028,248.0,428.0,1568198687.0,97.0
1568191488.389407,290.0,429.0,1568198687.0,112.0
1568191488.4306393,331.0,429.0,1568198687.0,116.0
1568191488.4715981,372.0,430.0,1568198687.0,120.0
1568191488.5131447,413.0,434.0,1568198687.0,117.0
1568191488.5538912,454.0,436.0,1568198687.0,108.0
1568191488.5958998,496.0,438.0,1568198687.0,100.0
1568191488.6367283,537.0,446.0,1568198688.0,92.0
1568191488.677908,578.0,444.0,1568198688.0,83.0
1568191488.7184813,619.0,450.0,1568198688.0,81.0
1568191488.7598097,660.0,456.0,1568198688.0,73.0
1568191488.8018048,702.0,446.0,1568198688.0,72.0
1568191488.8426588,743.0,625.0,1568198688.0,72.0
1568191488.884274,785.0,657.0,1568198688.0,72.0
1568191488.9257295,826.0,725.0,1568198688.0,73.0
1568191488.9666402,867.0,752.0,1568198688.0,70.0
1568191489.0084295,908.0,769.0,1568198688.0,69.0
1568191489.0494893,950.0,786.0,1568198688.0,68.0
1568191489.0912032,991.0,787.0,1568198688.0,68.0
1568191489.1327634,33.0,786.0,1568198688.0,70.0
1568191489.1739895,74.0,786.0,1568198688.0,72.0
1568191489.2154727,115.0,788.0,1568198688.0,70.0
1568191489.2566469,157.0,792.0,1568198688.0,73.0
1568191489.2985544,198.0,781.0,1568198688.0,75.0
1568191489.3393242,240.0,772.0,1568198688.0,73.0
1568191489.3810358,281.0,768.0,1568198688.0,75.0
1568191489.4221604,322.0,760.0,1568198688.0,75.0
1568191489.4636502,363.0,758.0,1568198688.0,73.0
1568191489.5057185,405.0,754.0,1568198688.0,76.0
1568191489.546601,446.0,745.0,1568198688.0,78.0
1568191489.5873816,487.0,735.0,1568198688.0,74.0
1568191489.6291633,529.0,726.0,1568198689.0,78.0
1568191489.67068,570.0,681.0,1568198689.0,81.0
1568191489.7123919,612.0,570.0,1568198689.0,90.0
