1568191471.2457883,206.0,499.0,1568198671.0
1568191471.2508688,217.0,500.0,1568198671.0
1568191471.256731,228.0,499.0,1568198671.0
1568191471.259097,239.0,498.0,1568198671.0
1568191471.2707455,250.0,498.0,1568198671.0
1568191471.2817404,261.0,498.0,1568198671.0
1568191471.2928977,272.0,497.0,1568198671.0
1568191471.3035152,283.0,498.0,1568198671.0
1568191471.3146017,294.0,499.0,1568198671.0
1568191471.326002,305.0,498.0,1568198671.0
1568191471.336632,316.0,498.0,1568198671.0
1568191471.3478332,327.0,497.0,1568198671.0
1568191471.3589952,338.0,498.0,1568198671.0
1568191471.369867,349.0,497.0,1568198671.0
1568191471.3804915,360.0,497.0,1568198671.0
1568191471.3916743,371.0,497.0,1568198671.0
1568191471.4028544,382.0,497.0,1568198671.0
1568191471.413648,393.0,497.0,1568198671.0
1568191471.4248602,404.0,497.0,1568198671.0
1568191471.4354112,415.0,498.0,1568198671.0
1568191471.4467397,426.0,497.0,1568198671.0
1568191471.457882,437.0,497.0,1568198671.0
1568191471.4686866,448.0,497.0,1568198671.0
1568191471.4797552,459.0,497.0,1568198671.0
1568191471.490925,470.0,497.0,1568198671.0
1568191471.5018795,481.0,497.0,1568198671.0
1568191471.5129485,492.0,498.0,1568198671.0
1568191471.523476,503.0,499.0,1568198671.0
1568191471.5348344,514.0,499.0,1568198671.0
1568191471.5448484,525.0,499.0,1568198671.0
1568191471.5557532,536.0,498.0,1568198671.0
1568191471.5668201,547.0,497.0,1568198671.0
1568191471.5784154,558.0,498.0,1568198671.0
1568191471.5892758,569.0,498.0,1568198671.0
1568191471.6004782,580.0,498.0,1568198671.0
1568191471.6114414,591.0,498.0,1568198671.0
1568191471.6225073,602.0,499.0,1568198671.0
1568191471.6340685,613.0,499.0,1568198671.0
1568191471.6447887,624.0,499.0,1568198671.0
1568191471.6555183,635.0,499.0,1568198671.0
1568191471.6666722,646.0,500.0,1568198671.0
1568191471.6778903,657.0,499.0,1568198671.0
1568191471.6886804,668.0,499.0,1568198671.0
1568191471.6992202,679.0,499.0,1568198671.0
1568191471.7108653,690.0,499.0,1568198671.0
1568191471.7218,701.0,499.0,1568198671.0
1568191471.7328715,712.0,499.0,1568198671.0
1568191471.7435198,723.0,502.0,1568198671.0
1568191471.754772,734.0,505.0,1568198671.0
1568191471.765765,745.0,504.0,1568198671.0
1568191471.7767367,756.0,505.0,1568198671.0
1568191471.787415,767.0,505.0,1568198671.0
1568191471.79821,778.0,506.0,1568198671.0
1568191471.8098695,789.0,505.0,1568198671.0
1568191471.8206007,800.0,506.0,1568198671.0
1568191471.831645,811.0,505.0,1568198671.0
1568191471.842824,822.0,506.0,1568198671.0
1568191471.8541336,833.0,505.0,1568198671.0
1568191471.864839,844.0,506.0,1568198671.0
1568191471.875495,855.0,506.0,1568198671.0
1568191471.886705,866.0,506.0,1568198671.0
1568191471.8979466,877.0,506.0,1568198671.0
1568191471.9086804,888.0,506.0,1568198671.0
1568191471.9192781,899.0,506.0,1568198671.0
1568191471.9309409,910.0,507.0,1568198671.0
1568191471.9413586,921.0,498.0,1568198671.0
1568191471.952558,932.0,497.0,1568198671.0
1568191471.9636123,943.0,497.0,1568198671.0
1568191471.9745889,954.0,495.0,1568198671.0
1568191471.9856958,965.0,494.0,1568198671.0
1568191471.9967854,976.0,494.0,1568198671.0
1568191472.0074842,987.0,493.0,1568198671.0
1568191472.0186121,998.0,490.0,1568198671.0
1568191472.0299277,9.0,489.0,1568198671.0
1568191472.0406978,20.0,493.0,1568198671.0
1568191472.0516572,31.0,494.0,1568198671.0
1568191472.062849,42.0,492.0,1568198671.0
1568191472.073813,53.0,489.0,1568198671.0
1568191472.0845096,64.0,490.0,1568198671.0
1568191472.0955663,75.0,490.0,1568198671.0
1568191472.1067562,86.0,490.0,1568198671.0
1568191472.117989,97.0,489.0,1568198671.0
1568191472.1287029,108.0,489.0,1568198671.0
1568191472.1394386,119.0,490.0,1568198671.0
1568191472.150422,130.0,490.0,1568198671.0
1568191472.1618605,141.0,489.0,1568198671.0
1568191472.1725686,152.0,490.0,1568198671.0
1568191472.1836793,163.0,493.0,1568198671.0
1568191472.1948202,174.0,494.0,1568198671.0
1568191472.205785,185.0,494.0,1568198671.0
1568191472.2168317,196.0,495.0,1568198671.0
1568191472.2274883,207.0,495.0,1568198672.0
1568191472.238687,218.0,496.0,1568198672.0
1568191472.250009,229.0,496.0,1568198672.0
1568191472.260701,240.0,496.0,1568198672.0
1568191472.2713861,251.0,496.0,1568198672.0
1568191472.282917,262.0,495.0,1568198672.0
1568191472.2933412,273.0,495.0,1568198672.0
1568191472.3049314,284.0,495.0,1568198672.0
1568191472.3155553,295.0,495.0,1568198672.0
1568191472.326587,306.0,496.0,1568198672.0
1568191472.3377492,317.0,496.0,1568198672.0
1568191472.3487625,328.0,495.0,1568198672.0
1568191472.3595052,339.0,495.0,1568198672.0
1568191472.370687,350.0,496.0,1568198672.0
1568191472.3819075,361.0,496.0,1568198672.0
1568191472.3926582,372.0,496.0,1568198672.0
1568191472.4031842,383.0,496.0,1568198672.0
1568191472.4148593,394.0,497.0,1568198672.0
1568191472.425794,405.0,496.0,1568198672.0
1568191472.436849,416.0,497.0,1568198672.0
1568191472.4475417,427.0,496.0,1568198672.0
1568191472.4587643,438.0,495.0,1568198672.0
1568191472.4696436,449.0,495.0,1568198672.0
1568191472.4806988,460.0,495.0,1568198672.0
1568191472.4913273,471.0,495.0,1568198672.0
1568191472.502719,482.0,494.0,1568198672.0
1568191472.5138733,493.0,494.0,1568198672.0
1568191472.5245762,504.0,495.0,1568198672.0
1568191472.5353055,515.0,495.0,1568198672.0
1568191472.54682,526.0,495.0,1568198672.0
1568191472.5577471,537.0,495.0,1568198672.0
1568191472.5684605,548.0,495.0,1568198672.0
1568191472.5794804,559.0,495.0,1568198672.0
1568191472.5906913,570.0,495.0,1568198672.0
1568191472.6019363,581.0,495.0,1568198672.0
1568191472.6126575,592.0,495.0,1568198672.0
1568191472.6232767,603.0,495.0,1568198672.0
1568191472.6348948,614.0,495.0,1568198672.0
1568191472.6453555,625.0,495.0,1568198672.0
1568191472.6565576,636.0,496.0,1568198672.0
1568191472.6675873,647.0,495.0,1568198672.0
1568191472.6785276,658.0,495.0,1568198672.0
1568191472.690059,669.0,495.0,1568198672.0
1568191472.700862,680.0,496.0,1568198672.0
1568191472.7115054,691.0,495.0,1568198672.0
1568191472.7226074,702.0,495.0,1568198672.0
1568191472.7338858,713.0,495.0,1568198672.0
1568191472.7446725,724.0,495.0,1568198672.0
1568191472.755706,735.0,495.0,1568198672.0
1568191472.766847,746.0,495.0,1568198672.0
1568191472.7778227,757.0,495.0,1568198672.0
1568191472.7884774,768.0,495.0,1568198672.0
1568191472.7995417,779.0,495.0,1568198672.0
1568191472.8107092,790.0,495.0,1568198672.0
1568191472.821547,801.0,495.0,1568198672.0
1568191472.8327003,812.0,495.0,1568198672.0
1568191472.8434181,823.0,496.0,1568198672.0
1568191472.8542328,834.0,495.0,1568198672.0
1568191472.865905,845.0,494.0,1568198672.0
1568191472.8765972,856.0,496.0,1568198672.0
1568191472.8876472,867.0,495.0,1568198672.0
1568191472.8987765,878.0,496.0,1568198672.0
1568191472.9097521,889.0,495.0,1568198672.0
1568191472.9208195,900.0,495.0,1568198672.0
1568191472.9314547,911.0,495.0,1568198672.0
1568191472.9427063,922.0,495.0,1568198672.0
1568191472.9539654,933.0,495.0,1568198672.0
1568191472.9647908,944.0,495.0,1568198672.0
1568191472.9752655,955.0,495.0,1568198672.0
1568191472.9868526,966.0,495.0,1568198672.0
1568191472.9979205,977.0,495.0,1568198672.0
1568191473.0085192,988.0,495.0,1568198672.0
1568191473.019595,999.0,495.0,1568198672.0
1568191473.0306525,10.0,495.0,1568198672.0
1568191473.0416973,21.0,495.0,1568198672.0
1568191473.0527322,32.0,494.0,1568198672.0
1568191473.0634832,43.0,494.0,1568198672.0
1568191473.0746245,54.0,494.0,1568198672.0
1568191473.0859194,65.0,494.0,1568198672.0
1568191473.0966763,76.0,494.0,1568198672.0
1568191473.107223,87.0,493.0,1568198672.0
1568191473.118855,98.0,493.0,1568198672.0
1568191473.1298254,109.0,489.0,1568198672.0
1568191473.1404977,120.0,489.0,1568198672.0
1568191473.1515207,131.0,489.0,1568198672.0
1568191473.1626952,142.0,488.0,1568198672.0
1568191473.1736062,153.0,488.0,1568198672.0
1568191473.1847117,164.0,489.0,1568198672.0
1568191473.1954198,175.0,488.0,1568198672.0
1568191473.2061796,186.0,490.0,1568198672.0
1568191473.2178931,197.0,489.0,1568198672.0
1568191473.2285807,208.0,489.0,1568198673.0
1568191473.2396586,219.0,490.0,1568198673.0
1568191473.2507627,230.0,490.0,1568198673.0
1568191473.2617507,241.0,489.0,1568198673.0
1568191473.272832,252.0,490.0,1568198673.0
1568191473.2834787,263.0,489.0,1568198673.0
1568191473.2947145,274.0,490.0,1568198673.0
1568191473.3059843,285.0,490.0,1568198673.0
1568191473.3166475,296.0,492.0,1568198673.0
1568191473.3272705,307.0,489.0,1568198673.0
1568191473.3388338,318.0,488.0,1568198673.0
1568191473.3498344,329.0,489.0,1568198673.0
1568191473.360559,340.0,486.0,1568198673.0
1568191473.3715515,351.0,484.0,1568198673.0
1568191473.3826451,362.0,486.0,1568198673.0
1568191473.3936522,373.0,482.0,1568198673.0
1568191473.404736,384.0,484.0,1568198673.0
1568191473.415485,395.0,483.0,1568198673.0
1568191473.4266205,406.0,483.0,1568198673.0
1568191473.4379077,417.0,483.0,1568198673.0
1568191473.4486585,428.0,483.0,1568198673.0
1568191473.4592202,439.0,484.0,1568198673.0
1568191473.4708655,450.0,483.0,1568198673.0
1568191473.4818203,461.0,484.0,1568198673.0
1568191473.4928474,472.0,483.0,1568198673.0
1568191473.5035245,483.0,483.0,1568198673.0
1568191473.5147393,494.0,484.0,1568198673.0
1568191473.5256305,505.0,485.0,1568198673.0
1568191473.5366895,516.0,485.0,1568198673.0
1568191473.5473795,527.0,485.0,1568198673.0
1568191473.5585942,538.0,486.0,1568198673.0
1568191473.5698555,549.0,486.0,1568198673.0
1568191473.5805814,560.0,485.0,1568198673.0
1568191473.5911398,571.0,485.0,1568198673.0
1568191473.6028264,582.0,484.0,1568198673.0
1568191473.61373,593.0,484.0,1568198673.0
